0,1,2,3,4,5
,CONCEPTO,,,UMA,
Adoquín,,,15.00,,
Asfalto,,,20.00,,
Concreto,,,20.00,,
"Empedrado asentado con
mortero",,,10.00,,
"Empedrado asentado con
tepetate",,,5.00,,
Terracería,,,5.00,,
Otros,,,"De acuerdo a estudio
técnico y precio vigente en
el mercado",,
